               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.023854,           0.0086586,                   0,             0.99512,              0.9798,             0.99441,             0.80307,            0.018248,           0.0042437,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.024608,           0.0084489,                   0,             0.99722,              0.9899,              0.9948,             0.76039,            0.018485,           0.0042697,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.021155,           0.0085219,                   0,                   1,             0.99721,               0.995,             0.80164,            0.019652,           0.0039915,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.024179,           0.0083072,                   0,                   1,             0.99745,               0.995,             0.81459,            0.018053,           0.0038816,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.023391,           0.0088239,                   0,              0.9954,                   1,               0.995,             0.80089,            0.017163,           0.0039171,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025087,           0.0089922,                   0,             0.99682,                   1,               0.995,             0.78356,            0.020226,           0.0040581,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021719,           0.0082109,                   0,             0.99707,                   1,               0.995,             0.81246,            0.018339,           0.0040076,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.021034,           0.0085809,                   0,                   1,             0.99923,               0.995,             0.80428,            0.017162,           0.0039013,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022741,           0.0081625,                   0,             0.99884,                   1,               0.995,             0.75412,            0.020101,           0.0039516,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.025575,           0.0082417,                   0,             0.99889,                   1,               0.995,             0.79236,            0.018037,            0.003832,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,             0.02167,           0.0078175,                   0,             0.99917,                   1,               0.995,             0.84306,            0.015595,           0.0037439,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022246,            0.007886,                   0,             0.99905,                   1,               0.995,             0.77637,            0.018612,           0.0038208,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021382,           0.0070454,                   0,             0.99846,                   1,               0.995,             0.83143,            0.015776,           0.0037159,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.021494,           0.0087771,                   0,             0.99913,                   1,               0.995,             0.82219,            0.015843,           0.0037331,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.022022,           0.0087606,                   0,             0.99869,                   1,               0.995,             0.72552,            0.023802,           0.0038865,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.023285,           0.0081338,                   0,             0.99927,                   1,               0.995,               0.804,            0.017892,           0.0036885,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.021249,           0.0079949,                   0,                   1,                   1,               0.995,             0.80363,            0.016453,           0.0036493,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,             0.02194,           0.0091016,                   0,                   1,             0.99971,               0.995,             0.81195,            0.017911,           0.0036881,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021611,           0.0084466,                   0,             0.99943,                   1,               0.995,             0.79879,            0.018656,            0.003648,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.021982,            0.007958,                   0,             0.99941,                   1,               0.995,             0.84498,            0.016374,           0.0035443,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.022764,           0.0090515,                   0,             0.99935,                   1,               0.995,             0.74653,             0.01887,           0.0036796,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.023184,           0.0079843,                   0,             0.99944,                   1,               0.995,             0.84205,            0.016096,           0.0035581,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,             0.02114,           0.0073798,                   0,             0.99923,                   1,               0.995,             0.82224,            0.015448,           0.0035519,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.020772,           0.0077805,                   0,             0.99859,                   1,               0.995,             0.87267,            0.014227,           0.0034415,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.021386,           0.0080212,                   0,             0.99828,                   1,               0.995,             0.77934,             0.01766,           0.0036642,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.021796,           0.0074751,                   0,             0.99763,                   1,               0.995,             0.84972,             0.01684,           0.0035435,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021912,            0.008753,                   0,             0.99807,                   1,               0.995,             0.78196,            0.017728,           0.0037495,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.020523,           0.0073191,                   0,             0.99854,                   1,               0.995,             0.85658,            0.015273,           0.0035133,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.019193,           0.0067012,                   0,             0.99858,                   1,               0.995,             0.83524,            0.015548,           0.0035604,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.020596,           0.0074748,                   0,              0.9987,                   1,               0.995,             0.84458,            0.014364,            0.003588,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.020035,           0.0079454,                   0,             0.99882,                   1,               0.995,             0.79024,            0.016633,           0.0036509,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023251,            0.007781,                   0,             0.99893,                   1,               0.995,             0.80616,            0.015848,           0.0035643,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022463,           0.0081422,                   0,             0.99899,                   1,               0.995,             0.82578,            0.017237,           0.0035796,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.022848,           0.0088111,                   0,             0.99921,                   1,               0.995,             0.80629,            0.016479,           0.0037605,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.019131,           0.0080411,                   0,             0.99833,                   1,               0.995,             0.82547,            0.016495,           0.0037444,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.020702,           0.0077405,                   0,              0.9991,                   1,               0.995,             0.83151,            0.016457,           0.0035827,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.023012,           0.0077956,                   0,             0.99926,                   1,               0.995,             0.77423,            0.018276,           0.0037603,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.024604,           0.0086306,                   0,             0.99913,                   1,               0.995,             0.80868,             0.01835,           0.0036145,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,              0.0208,           0.0074928,                   0,             0.99894,                   1,               0.995,             0.84842,            0.015055,           0.0034294,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.017806,            0.007931,                   0,             0.99842,                   1,               0.995,             0.85503,            0.015588,            0.003504,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.020066,           0.0077218,                   0,             0.99809,                   1,               0.995,             0.83308,             0.01647,           0.0035196,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022178,           0.0077584,                   0,             0.99693,                   1,               0.995,             0.78058,            0.019903,           0.0036458,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.020825,           0.0076434,                   0,             0.99468,                   1,               0.995,             0.82531,            0.018599,           0.0034782,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020944,           0.0070649,                   0,             0.98992,                   1,               0.995,             0.87727,            0.015714,           0.0033849,                   0,            0.005842,            0.005842,            0.005842
                 212,             0.01752,           0.0066977,                   0,              0.9896,                   1,               0.995,             0.84028,            0.015491,           0.0034165,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.019475,           0.0071941,                   0,             0.98916,                   1,              0.9949,             0.85392,            0.016651,           0.0034074,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.018037,           0.0079279,                   0,             0.98911,                   1,              0.9949,             0.84701,            0.016988,           0.0034602,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.022037,           0.0083367,                   0,             0.98914,                   1,               0.995,             0.84922,            0.016693,            0.003538,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021819,           0.0079782,                   0,              0.9896,                   1,               0.995,             0.81055,            0.017714,           0.0036398,                   0,            0.005743,            0.005743,            0.005743
                 217,             0.02344,           0.0074586,                   0,             0.98988,                   1,               0.995,             0.83571,            0.018291,           0.0036382,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,             0.02241,           0.0087305,                   0,             0.98946,                   1,               0.995,             0.82538,            0.017577,           0.0036953,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,             0.01856,             0.00722,                   0,             0.98935,                   1,               0.995,             0.83451,            0.016662,           0.0036164,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.018242,           0.0077468,                   0,             0.98942,                   1,               0.995,             0.87096,            0.016227,           0.0034762,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021126,           0.0077673,                   0,             0.99231,                   1,               0.995,             0.74166,            0.020454,           0.0037593,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.020532,           0.0069025,                   0,             0.99544,                   1,               0.995,             0.86283,            0.015628,           0.0033828,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.019992,           0.0072859,                   0,             0.99695,                   1,               0.995,             0.80732,            0.018593,           0.0035028,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.021648,           0.0083686,                   0,              0.9976,                   1,               0.995,             0.85997,            0.014744,           0.0033178,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.018691,           0.0076532,                   0,             0.99708,                   1,               0.995,              0.8619,            0.015553,            0.003302,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.015916,           0.0075621,                   0,             0.99622,                   1,               0.995,              0.8406,            0.013781,           0.0032296,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.016857,           0.0074683,                   0,             0.99171,                   1,               0.995,             0.86056,            0.013024,           0.0031766,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017846,           0.0073247,                   0,             0.98993,                   1,               0.995,             0.82007,            0.017305,           0.0033671,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020131,           0.0074298,                   0,             0.98928,                   1,              0.9949,             0.82327,            0.015085,           0.0034014,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020811,           0.0075368,                   0,             0.98928,                   1,              0.9949,             0.80561,            0.017414,           0.0034391,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019574,           0.0073541,                   0,             0.98976,                   1,               0.995,             0.86748,            0.012888,            0.003312,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.018717,           0.0076105,                   0,             0.99265,                   1,               0.995,             0.87195,            0.013791,           0.0032718,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.018315,           0.0075036,                   0,             0.99684,                   1,               0.995,             0.83271,            0.015013,           0.0034279,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020549,           0.0073851,                   0,             0.99756,                   1,               0.995,             0.85988,            0.014406,           0.0033344,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019018,           0.0085918,                   0,              0.9968,                   1,               0.995,             0.86349,            0.013781,           0.0032244,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018263,           0.0069647,                   0,             0.99751,                   1,               0.995,             0.86675,            0.013486,           0.0032427,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.020213,           0.0071988,                   0,             0.99793,                   1,               0.995,             0.85847,            0.014838,           0.0032987,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019002,           0.0074433,                   0,             0.99839,                   1,               0.995,             0.87283,            0.013204,           0.0032719,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.017304,           0.0069181,                   0,             0.99846,                   1,               0.995,             0.88028,              0.0118,           0.0031895,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.017559,           0.0066954,                   0,             0.99849,                   1,               0.995,             0.87579,            0.013112,           0.0031891,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.018182,           0.0067456,                   0,             0.99837,                   1,               0.995,              0.8548,             0.01505,           0.0032892,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.019514,           0.0073249,                   0,             0.99808,                   1,               0.995,             0.82229,            0.016891,           0.0033871,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019342,           0.0069947,                   0,             0.99779,                   1,               0.995,             0.85601,            0.016133,            0.003226,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.019399,           0.0073215,                   0,             0.99771,                   1,               0.995,             0.83339,            0.014167,           0.0032069,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,             0.02009,           0.0080967,                   0,             0.99757,                   1,               0.995,             0.84096,            0.016501,           0.0033324,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019903,           0.0084173,                   0,             0.99756,                   1,               0.995,             0.85645,            0.014075,           0.0032237,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.018825,           0.0079122,                   0,             0.99726,                   1,               0.995,             0.88211,            0.013771,           0.0031525,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017633,           0.0064272,                   0,              0.9977,                   1,               0.995,             0.86977,            0.012391,           0.0031206,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,             0.01845,           0.0075553,                   0,              0.9981,                   1,               0.995,             0.87499,             0.01376,           0.0031319,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.016941,            0.007001,                   0,             0.99839,                   1,               0.995,             0.86221,            0.013766,           0.0032269,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.018282,            0.007393,                   0,             0.99785,                   1,               0.995,             0.86012,            0.014167,           0.0033279,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.019566,           0.0076824,                   0,             0.99761,                   1,               0.995,             0.86829,            0.014019,           0.0032266,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.018948,           0.0075625,                   0,             0.99711,                   1,               0.995,             0.86577,            0.013748,            0.003354,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.018377,           0.0071476,                   0,             0.99808,                   1,               0.995,             0.85379,            0.015144,           0.0032386,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.020241,           0.0073933,                   0,             0.99846,                   1,               0.995,             0.89692,            0.012832,           0.0031299,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.017621,           0.0074147,                   0,             0.99814,                   1,               0.995,             0.89266,            0.012944,           0.0031043,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.017761,           0.0070098,                   0,             0.99739,                   1,               0.995,             0.89299,            0.013505,           0.0030805,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,             0.01937,           0.0077751,                   0,             0.99739,                   1,               0.995,             0.85898,            0.013687,             0.00315,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018839,           0.0065585,                   0,             0.99848,                   1,               0.995,             0.88567,            0.012966,           0.0031319,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.020105,           0.0085391,                   0,              0.9986,                   1,               0.995,             0.83826,            0.016912,           0.0032096,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02029,           0.0073595,                   0,             0.99877,                   1,               0.995,             0.87755,            0.013779,           0.0031547,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.018286,           0.0063071,                   0,             0.99882,                   1,               0.995,             0.86387,            0.015184,           0.0031462,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,             0.01858,           0.0072687,                   0,             0.99873,                   1,               0.995,             0.87777,             0.01439,           0.0031036,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.019498,           0.0072937,                   0,              0.9987,                   1,               0.995,              0.8715,            0.013589,           0.0030991,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.018371,           0.0069565,                   0,             0.99896,                   1,               0.995,             0.87121,            0.014788,           0.0030389,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018357,           0.0070317,                   0,             0.99914,                   1,               0.995,             0.84418,            0.016319,            0.003213,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.018432,           0.0072128,                   0,             0.99916,                   1,               0.995,             0.88574,            0.012766,           0.0029933,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.017602,           0.0069544,                   0,             0.99923,                   1,               0.995,             0.87786,             0.01452,            0.003045,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.017555,           0.0076641,                   0,             0.99928,                   1,               0.995,             0.86409,            0.013249,           0.0030668,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016472,           0.0066257,                   0,             0.99926,                   1,               0.995,             0.87395,            0.015132,           0.0031749,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.016579,           0.0070901,                   0,             0.99921,                   1,               0.995,             0.87156,            0.013987,           0.0031438,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.018038,           0.0074189,                   0,             0.99919,                   1,               0.995,             0.87824,            0.013815,           0.0030579,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019355,           0.0084192,                   0,             0.99925,                   1,               0.995,             0.85076,            0.013882,           0.0031979,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,             0.01889,           0.0082999,                   0,             0.99916,                   1,               0.995,             0.86322,            0.012532,           0.0031379,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.016438,           0.0065569,                   0,             0.99899,                   1,               0.995,             0.87915,            0.011816,           0.0031521,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.016804,           0.0077588,                   0,             0.99892,                   1,               0.995,             0.86757,            0.012895,           0.0031514,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.017253,           0.0063095,                   0,             0.99874,                   1,               0.995,             0.86561,            0.013453,           0.0030821,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.016688,           0.0065547,                   0,             0.99848,                   1,               0.995,             0.87858,            0.013819,           0.0030979,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.016392,           0.0069512,                   0,             0.99867,                   1,               0.995,             0.88441,            0.012312,           0.0030691,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,             0.01595,           0.0069779,                   0,             0.99859,                   1,               0.995,              0.8837,            0.012685,           0.0030537,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.016323,           0.0070403,                   0,             0.99871,                   1,               0.995,             0.88174,            0.012313,           0.0030885,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.016131,           0.0077783,                   0,             0.99895,                   1,               0.995,              0.8697,            0.012912,           0.0031705,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.017531,           0.0068984,                   0,             0.99897,                   1,               0.995,             0.88953,            0.012732,           0.0031226,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.017864,           0.0080109,                   0,             0.99905,                   1,               0.995,             0.86851,            0.013201,           0.0031884,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.016102,           0.0074739,                   0,             0.99913,                   1,               0.995,             0.87107,            0.012806,           0.0031704,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.016109,           0.0066466,                   0,             0.99906,                   1,               0.995,             0.87214,            0.013166,           0.0031317,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.015059,            0.006718,                   0,             0.99903,                   1,               0.995,             0.86499,            0.011636,           0.0031996,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.016104,           0.0069838,                   0,             0.99903,                   1,               0.995,             0.87175,            0.012768,           0.0031373,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017519,           0.0069181,                   0,             0.99896,                   1,               0.995,              0.8715,            0.011537,           0.0031921,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016775,             0.00657,                   0,             0.99889,                   1,               0.995,             0.87861,             0.01321,           0.0031189,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017341,           0.0070085,                   0,             0.99881,                   1,               0.995,             0.88746,            0.010814,           0.0031112,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.014693,           0.0068504,                   0,             0.99891,                   1,               0.995,             0.88166,            0.011241,           0.0031772,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.014219,           0.0066546,                   0,             0.99892,                   1,               0.995,             0.88962,            0.011119,           0.0030457,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.016125,           0.0066966,                   0,             0.99907,                   1,               0.995,             0.88577,            0.011746,           0.0030547,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.015821,           0.0062273,                   0,             0.99914,                   1,               0.995,             0.89935,            0.011428,           0.0029624,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.015823,           0.0068999,                   0,             0.99912,                   1,               0.995,             0.88567,            0.012445,           0.0030793,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.016687,           0.0064818,                   0,             0.99896,                   1,               0.995,              0.8764,            0.013692,           0.0031162,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016163,             0.00714,                   0,             0.99888,                   1,               0.995,             0.89486,            0.012842,           0.0030721,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.015061,           0.0071091,                   0,             0.99875,                   1,               0.995,             0.88204,            0.012096,           0.0030543,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.015531,           0.0067469,                   0,             0.99877,                   1,               0.995,             0.88971,            0.012961,           0.0029865,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.015313,            0.006992,                   0,             0.99892,                   1,               0.995,             0.87546,            0.012796,           0.0029695,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.018097,           0.0072472,                   0,             0.99909,                   1,               0.995,             0.88283,            0.013592,           0.0029373,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.016231,           0.0064093,                   0,             0.99916,                   1,               0.995,             0.89798,            0.012456,             0.00285,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.016536,           0.0064387,                   0,             0.99918,                   1,               0.995,             0.85868,            0.012917,           0.0029547,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017933,           0.0070079,                   0,             0.99913,                   1,               0.995,             0.87794,            0.013013,           0.0028998,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,             0.01627,            0.007322,                   0,             0.99929,                   1,               0.995,             0.88087,             0.01202,           0.0028488,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.016183,            0.006537,                   0,             0.99924,                   1,               0.995,             0.88935,            0.012771,            0.002788,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016795,           0.0075306,                   0,             0.99924,                   1,               0.995,             0.88837,            0.014016,           0.0028799,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016078,           0.0070246,                   0,             0.99926,                   1,               0.995,             0.89942,            0.012389,           0.0027491,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.015394,           0.0060392,                   0,              0.9993,                   1,               0.995,             0.88489,            0.011907,           0.0027777,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.014444,           0.0065111,                   0,             0.99934,                   1,               0.995,             0.90455,            0.010879,           0.0026992,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.014891,           0.0067744,                   0,             0.99935,                   1,               0.995,             0.90401,            0.011103,           0.0027188,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.014712,           0.0062334,                   0,             0.99933,                   1,               0.995,             0.89278,            0.012429,           0.0027905,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.017064,            0.007032,                   0,             0.99936,                   1,               0.995,             0.89263,            0.012027,           0.0028428,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.016384,            0.006918,                   0,             0.99937,                   1,               0.995,              0.9004,            0.011517,           0.0027237,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.014557,           0.0068396,                   0,             0.99934,                   1,               0.995,              0.8889,            0.011731,           0.0027481,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.015345,           0.0064802,                   0,             0.99928,                   1,               0.995,             0.87961,            0.011961,           0.0028857,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.016048,           0.0069868,                   0,             0.99923,                   1,               0.995,             0.89401,            0.011964,           0.0028179,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.015229,           0.0066076,                   0,             0.99926,                   1,               0.995,             0.90884,             0.01063,           0.0027251,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.014778,           0.0067188,                   0,             0.99925,                   1,               0.995,             0.87679,            0.011636,           0.0028292,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.016047,           0.0059102,                   0,             0.99926,                   1,               0.995,             0.88892,            0.012039,           0.0027282,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.015413,           0.0065659,                   0,             0.99926,                   1,               0.995,             0.89218,            0.011183,           0.0027652,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,             0.01338,           0.0054012,                   0,             0.99922,                   1,               0.995,             0.90595,            0.011018,           0.0027693,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.014784,           0.0061022,                   0,             0.99923,                   1,               0.995,             0.88617,            0.010747,           0.0028546,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017728,           0.0068089,                   0,             0.99921,                   1,               0.995,             0.90362,            0.011906,           0.0028408,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.015811,           0.0067493,                   0,             0.99921,                   1,               0.995,             0.91092,            0.010613,           0.0028032,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.013201,           0.0064114,                   0,             0.99928,                   1,               0.995,             0.90942,            0.010301,           0.0027606,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.012753,           0.0059216,                   0,             0.99928,                   1,               0.995,             0.91474,            0.009976,           0.0027062,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.014298,           0.0059994,                   0,             0.99929,                   1,               0.995,             0.90082,            0.010196,           0.0027097,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.014107,           0.0061001,                   0,             0.99929,                   1,               0.995,             0.92521,           0.0094343,           0.0026182,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,             0.01436,           0.0062974,                   0,             0.99924,                   1,               0.995,              0.8986,             0.01087,           0.0026956,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.014785,            0.006293,                   0,             0.99925,                   1,               0.995,             0.89134,            0.010254,           0.0027133,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.014902,           0.0058877,                   0,             0.99923,                   1,               0.995,              0.9115,           0.0095766,           0.0026464,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015434,           0.0065952,                   0,             0.99923,                   1,               0.995,             0.91585,            0.009612,           0.0026286,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.013726,           0.0066411,                   0,             0.99923,                   1,               0.995,             0.89346,            0.010266,           0.0027605,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.014342,           0.0056793,                   0,             0.99918,                   1,               0.995,             0.90877,           0.0099857,           0.0027103,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.014845,           0.0058496,                   0,             0.99918,                   1,               0.995,              0.8851,            0.010917,           0.0028103,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014955,           0.0064147,                   0,             0.99924,                   1,               0.995,             0.89817,            0.010424,           0.0027299,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,             0.01503,           0.0063673,                   0,             0.99926,                   1,               0.995,             0.91485,            0.010218,            0.002667,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.014259,            0.006103,                   0,             0.99927,                   1,               0.995,             0.89729,            0.010344,           0.0027042,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.015227,           0.0062052,                   0,              0.9993,                   1,               0.995,             0.88683,             0.01233,           0.0028056,                   0,            0.003268,            0.003268,            0.003268
                 342,            0.016173,           0.0076132,                   0,             0.99933,                   1,               0.995,              0.8791,            0.011008,           0.0027903,                   0,           0.0032482,           0.0032482,           0.0032482
